node_id,law_id,article,law_name,sector,out_degree,in_degree,out_weight,in_weight,unique_laws_cited,unique_laws_citing,pagerank,betweenness
ley-federal-de-seguridad-privada::11,ley-federal-de-seguridad-privada,11,ley-federal-de-seguridad-privada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-seguridad-privada::19,ley-federal-de-seguridad-privada,19,ley-federal-de-seguridad-privada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-seguridad-privada::22,ley-federal-de-seguridad-privada,22,ley-federal-de-seguridad-privada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-seguridad-privada::24,ley-federal-de-seguridad-privada,24,ley-federal-de-seguridad-privada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-seguridad-privada::32,ley-federal-de-seguridad-privada,32,ley-federal-de-seguridad-privada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-seguridad-privada::38,ley-federal-de-seguridad-privada,38,ley-federal-de-seguridad-privada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-seguridad-privada::44,ley-federal-de-seguridad-privada,44,ley-federal-de-seguridad-privada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-seguridad-privada::50,ley-federal-de-seguridad-privada,50,ley-federal-de-seguridad-privada,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-del-servicio-ferroviario::5,ley-reglamentaria-del-servicio-ferroviario,5,ley-reglamentaria-del-servicio-ferroviario,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-reglamentaria-del-servicio-ferroviario::8,ley-reglamentaria-del-servicio-ferroviario,8,ley-reglamentaria-del-servicio-ferroviario,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-del-servicio-ferroviario::54,ley-reglamentaria-del-servicio-ferroviario,54,ley-reglamentaria-del-servicio-ferroviario,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-reglamentaria-del-servicio-ferroviario::62,ley-reglamentaria-del-servicio-ferroviario,62,ley-reglamentaria-del-servicio-ferroviario,unknown,15,0,18,0,15,0,0.00041301,0.0
ley-federal-del-mar::1o,ley-federal-del-mar,1o,ley-federal-del-mar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-del-mar::4o,ley-federal-del-mar,4o,ley-federal-del-mar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-del-mar::6o,ley-federal-del-mar,6o,ley-federal-del-mar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-del-mar::7o,ley-federal-del-mar,7o,ley-federal-del-mar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-del-mar::10,ley-federal-del-mar,10,ley-federal-del-mar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-del-mar::16,ley-federal-del-mar,16,ley-federal-del-mar,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-federal-del-mar::19,ley-federal-del-mar,19,ley-federal-del-mar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-del-mar::20,ley-federal-del-mar,20,ley-federal-del-mar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-del-mar::21,ley-federal-del-mar,21,ley-federal-del-mar,unknown,3,0,3,0,3,0,0.00041301,0.0
ley-federal-del-mar::28,ley-federal-del-mar,28,ley-federal-del-mar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-del-mar::49,ley-federal-del-mar,49,ley-federal-del-mar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-del-mar::65,ley-federal-del-mar,65,ley-federal-del-mar,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-poblacion::91,ley-general-de-poblacion,91,ley-general-de-poblacion,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-general-de-poblacion::157,ley-general-de-poblacion,157,ley-general-de-poblacion,unknown,7,0,13,0,7,0,0.00041301,0.0
ley-federal-de-responsabilidad-patrimonial-del-estado::1,ley-federal-de-responsabilidad-patrimonial-del-estado,1,ley-federal-de-responsabilidad-patrimonial-del-estado,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-responsabilidad-patrimonial-del-estado::9,ley-federal-de-responsabilidad-patrimonial-del-estado,9,ley-federal-de-responsabilidad-patrimonial-del-estado,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-responsabilidad-patrimonial-del-estado::11,ley-federal-de-responsabilidad-patrimonial-del-estado,11,ley-federal-de-responsabilidad-patrimonial-del-estado,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-responsabilidad-patrimonial-del-estado::13,ley-federal-de-responsabilidad-patrimonial-del-estado,13,ley-federal-de-responsabilidad-patrimonial-del-estado,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-responsabilidad-patrimonial-del-estado::14,ley-federal-de-responsabilidad-patrimonial-del-estado,14,ley-federal-de-responsabilidad-patrimonial-del-estado,unknown,2,0,3,0,2,0,0.00041301,0.0
ley-federal-de-responsabilidad-patrimonial-del-estado::18,ley-federal-de-responsabilidad-patrimonial-del-estado,18,ley-federal-de-responsabilidad-patrimonial-del-estado,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-responsabilidad-patrimonial-del-estado::19,ley-federal-de-responsabilidad-patrimonial-del-estado,19,ley-federal-de-responsabilidad-patrimonial-del-estado,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-responsabilidad-patrimonial-del-estado::31,ley-federal-de-responsabilidad-patrimonial-del-estado,31,ley-federal-de-responsabilidad-patrimonial-del-estado,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-responsabilidad-patrimonial-del-estado::33,ley-federal-de-responsabilidad-patrimonial-del-estado,33,ley-federal-de-responsabilidad-patrimonial-del-estado,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-responsabilidad-patrimonial-del-estado::35,ley-federal-de-responsabilidad-patrimonial-del-estado,35,ley-federal-de-responsabilidad-patrimonial-del-estado,unknown,3,0,3,0,3,0,0.00041301,0.0
ley-que-crea-el-fondo-de-garantia-y-fomento-para-la-agricultura-ganaderia-y-avicultura::14,ley-que-crea-el-fondo-de-garantia-y-fomento-para-la-agricultura-ganaderia-y-avicultura,14,ley-que-crea-el-fondo-de-garantia-y-fomento-para-la-agricultura-ganaderia-y-avicultura,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-que-crea-el-fondo-de-garantia-y-fomento-para-la-agricultura-ganaderia-y-avicultura::5o,ley-que-crea-el-fondo-de-garantia-y-fomento-para-la-agricultura-ganaderia-y-avicultura,5o,ley-que-crea-el-fondo-de-garantia-y-fomento-para-la-agricultura-ganaderia-y-avicultura,unknown,5,0,6,0,5,0,0.00041301,0.0
ley-de-comercio-exterior::4o,ley-de-comercio-exterior,4o,ley-de-comercio-exterior,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-comercio-exterior::6o,ley-de-comercio-exterior,6o,ley-de-comercio-exterior,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-de-comercio-exterior::95,ley-de-comercio-exterior,95,ley-de-comercio-exterior,unknown,2,0,4,0,2,0,0.00041301,0.0
ley-de-comercio-exterior::97,ley-de-comercio-exterior,97,ley-de-comercio-exterior,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-comercio-exterior::98,ley-de-comercio-exterior,98,ley-de-comercio-exterior,unknown,5,0,5,0,5,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::1o,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,1o,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,4,0,5,0,4,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::2o,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,2o,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,2,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::3o,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,3o,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::5o,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,5o,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::8o,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,8o,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,2,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::10,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,10,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::11,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,11,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::12,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,12,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::13,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,13,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,3,0,4,0,3,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::15,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,15,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::16,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,16,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,2,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::17,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,17,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::18,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,18,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::20,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,20,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,5,0,5,0,5,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::22,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,22,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::23,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,23,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::24,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,24,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::25,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,25,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,4,0,7,0,4,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::28,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,28,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,2,0,3,0,2,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::29,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,29,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::32,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,32,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026::34,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,34,ley-de-ingresos-de-la-federacion-para-el-ejercicio-fiscal-de-2026,unknown,8,0,11,0,8,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::1,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,1,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::2,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,2,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,5,0,5,0,5,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::3,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,3,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::5,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,5,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::8,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,8,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::9,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,9,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::17,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,17,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::19,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,19,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,5,0,5,0,5,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::20,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,20,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::21,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,21,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::24,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,24,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::31,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,31,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::32,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,32,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,2,0,2,0,2,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::40,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,40,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,3,0,3,0,3,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::41,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,41,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
ley-federal-de-presupuesto-y-responsabilidad-hacendaria::43,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,43,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,unknown,1,0,1,0,1,0,0.00041301,0.0
